,reviews,ratings
4075,"This product would be comfortable, but unfortunately it's too big for my head and therefore, won't stay on overnight.",2
4076,"This product feels great going on, but the feeling is short-lived.  It only seems to moisturize for a couple of hours.",4
4077,The bottle is too small. Please make sure you look at the size they are overcharging for mini/tiny bottles,1
4078,Went on the wall very easy and looked great. I liked the way the letters were placed and the size was perfect.,4
4079,"Exactly as described. Could maybe be a little sharper, but a huge improvement over the 15 year old original blade. Most definitely worth the money.",4
4080,Smells Great  It doesn't seem to last to long though.,4
4081,The lock was broken and i really needed it so I couldn't send it back disappointed ,1
4082,So far I have been very happy with my brushes. The cost was in my price range an I love the  color.,3
4083,"well, you can see it has a very reasonable price. After I got it , I just used it twice and feel not bad or good",4
4084,This is somewhat larger than I expected. Also the ribbing along the top and bottom is slightly sharp and irritates my lady bits. Yikes.,2
4085,This was not that prickly.  I got a 5 pinwheel that is much better.,2
4086,Most awesome knife for a woman and her daughter who have both had strokes and both have only one arm each!!!!!!,5
4087,I love the smell. I enjoyed the bath more after using it.,4
4088,Stand performs perfectly. I use it to hold two different razors. A Shick Hydro and a Bic disposable.,4
4089,These arrived with only one goggle covered. Completely cheap and useless!,1
4090,"The tubing is very flexible making it easy to roll up,as I use it daily on a portable suction device.  Great product.",5
4091,This color is very similar. It is pretty easy to apply but not the smoothest appilication. I will be buying another one soon!,5
4092,Medium sharpness but not great for a thick beard. Good to learn with or use when you don't have time,4
4093,This part did not fit the shaver.  It is supposed to fit a Series 1.  It doesn't,1
4094,"Very funky odor. Much different than original product, unfortunately.",2
4095,"This shaver was so noisy it woke everyone in the house before I left for work one morning, needless to say I returned it.",1
4096,glitter in a cheap box not as shown way to small to long to devlery not even 3000 gems maybe 1000,1
4097,Overpriced. Should be able to buy a dozen or two for a decent price.,3
4098,Looks good just wish it was a little deeper but still good,4
4099,When I weighed this product it was only 8.5lbs VERY unacceptable ! other than that it is a good product and is authentic,3
4100,Was clearly used when I received. And half the bottle was hardened as the lid was opened.,1
4101,"I didn't really see a big change in my hair, I no longer use this oil, grape-seed oil is just as good for my hair.",3
4102,"In general I am not too picky about flavors, but this floss tastes like bleach; stay away from this one.",1
4103,"three of these were purchased, two for gifts.  We were not that impressed with how the flow of water or mouth wash comes out.",3
4104,"This is an average moisturizer.  I apply at night, but the moisture is completely gone by morning. I will not purchase again.",2
4105,Would of given it 5 if it had more pressure.,4
4106,It is OK I would like it a little hotter but works fine . It is definitely hotter than my old one and grips the hair nicely,4
4107,These didn't really work for me. They didn't hold me up at all like I thought they would. I returned them.,2
4108,Bought the product a month ago no change doesn't work.,3
4109,"Back to shaving like a man. Brush holder could have extended just a little further, but otherwise satisfied.",4
4110,Great product when used with Coconut oil and Caster oil.,5
4111,I really wanted to like this product but it stings my eyes.  I threw it out.,2
4112,Worked pretty well but need to go over areas several times to get good shave.,4
4113,Don't stay too much time so is not like they talk. But the colors are very loyal and works very well during the time that lasts,3
4114,"No longer works and it's too late to return it. Very unhappy, I got the same one from target and it lasted much longer.",1
4115,Terrible! Looks totally fake and way too big on the nose. Waste of money.,1
4116,This was a gift and the recipient liked it very much.  The quality was very good and nice looking too.,4
4117,Didn't' received extra chips otherwise item was good. The extra cards allows more people to join in. More people more fun.,4
4118,Only lasted alittle over a month and fan kept surging on unit. Very disappointed and can not return. But loved it while it worked.,1
4119,FLIMSY NON FITTING AND WHEN YOU SEND IT BACK THE POSTAGE WILL COST MORE THAN PRODUCT ITSELF. Just don't buy it,1
4120,The products work well but the fragrance is too overwhelming. I like the smell of gardenias but this is way too much.,3
4121,I received a empty envelope that had nothing in it so I didn't open it there was no merchandise in what should I do,1
4122,"Nice refined product. Does an excellent job, easy to clean and gives many shaves on one recharge.",4
4123,Color not a pictured. Is nude and I cannot wear it; photo appeared light mauve.,1
4124,serves it's purpose as I use it in my massage therapy business.  Great value for the money.  I could use a spare,5
4125,The clip broke off the top of the head. We are going to try to superglue it. Very very cute though.,2
4126,"Cheap construction, cards don't fit and seller won't accept returns.  Seller shouldn't be prime.",1
4127,sex in the city kiss by instyle parfum eau de  spray has not good smell and state just for 1 minut i don not recomend,1
4128,I like this ...it could be a little pinker for my preference but I just add a little more ...its worth the money,4
4129,I like using this better than flossing and my teeth and mouth feel much cleaner than with flossing.  Great product.,4
4130,I have used this razor for quite a while and find it to be fine. Replacement heads are available everywhere.,4
4131,"These things are awesome, don't know why they are hard to find! They are the best thing out there! They work great!",5
4132,"It didn't work that well. It sure is embarrassing when it doesn't stay put, and someone finds it on the bathroom floor.",2
4133,"I was happy to try this, but after using them for a couple of days , my face broke out all over :(",1
4134,"As soon as I open it , one of the brushes fell apart then a week later the others",2
4135,"this product suppose to be waterproof and its NOT, it gets all over your clothers. and its to greasy",1
4136,I have small hands and it was even too small for my hands. The quality is ok.,3
4137,Brought it to raise stubble for shaving. Doesn't do that for me but does protect sensitive skin during shaving.,3
4138,"Like but wish there were more beads, feels very little",3
4139,These gems are great except for the fact that the gems fall off your nails really easily. They did arrive early though.,3
4140,"Goopy, glitter clumps.  It's a great price!",1
4141,Love this stand. Nice chrome finish. Heavy base stable. Fits straight edge razor and brush wonderfully!,5
4142,Good quality product that work effectively in getting rid of excess hair for my daushuand,5
4143,I really like this stuff but it is way too expensive compared to other products i have seen,4
4144,Worked great the first time or two then lost its potency! I guess you get what you pay for.,2
4145,Don't see a great difference. Smells really nice though.,3
4146,Works but irritates my highly sensitive skin. I can't do it on a daily basis,4
4147,"It does it's job, son is 9yo. :)",4
4148,"not quite what i was hoping for,but ok.",3
4149,"This does not work well at all. A normal razor gets the job done with less discomfort, it's not worth the money.",2
4150,"This razorock alum stick is awesome, I really love this and suggest another ones!!!!",4
4151,Poor material. Not a good quality I guess you got what you pay for !,1
4152,Supposed to make the hair shiny.  I didn't see that but it was more like a hair spray,3
4153,"I love this scent unconditional Love, soft and clean. Amazons value was great also for this set. Thanks again for another great product!",5
4154,Nice comb gets the job done. Thinking of getting another one,5
4155,Decent blade. Depends on what you like. Not the sharpest but does the job.,3
4156,Arrived on time and the instructions were very simple and easy to use. Worked great.,5
4157,almost like coloured chapstick. colour is too light and too creamy but still cheap.,3
4158,"I bought this, because of the reviews, I read. But my lashes look fake with this on. I wanted a more natural look.",1
4159,"I have bought these and really like them.
I then bought more to give as stocking stuffers and small gifts for friends.",4
4160,These brushes started to fall apart once I had cleaned them. But they were ok brushes. I wish I didn't get them.,4
4161,good price.  Wife likes scent.  Would recommend for anyone looking for a decent body scrub at a good price. recommended,4
4162,"Does a great  job in cleaning between your teeth. Had a water pick before and it wore out, so I ordered another one.",4
4163,"It was OK, I did not see too much improvement, but I do love their Vitamin C serum, I bought it twice.",3
4164,Clears up diaper rash in one day.  Only thing I use on my son.  Great price and fast shipping!  Thank you!!!!!,5
4165,"Really nice! wanna buy the same one more, but not available at the same price",4
4166,"THIS IS NOT TAPE!  THIS IS DENTAL ""FLOSS""!",1
4167,"Love this barrette, beautiful. Just really small. I thought it'd be regular size like the similar ones I had bought before it.",3
4168,Small can. Put quality product. Stiff it is.,4
4169,"This product is simple to use and takes little space on my vanity.
Has different jet tips for different needs.
I am pleased with it.",4
4170,"Didn't see any major difference after using the rose water on my face twice a day,  though the scent is pleasant.",2
4171,"As advertised, on time delivery, works just fine.",5
4172,Color did not match color in picture. It's more of a hot pink. Very unattractive and very unsatisfactory,1
4173,This product is just what I expected it to be. Very difficult to do yourself. I need assistance inserting bra straps into the clip.,3
4174,"This is not the full-size product but a ""mini"" of only .8 oz",1
4175,I thought I liked this product until I saw the way it makes me look in photos...totally washed out and ghostly.,3
4176,"Brushes are soft, I like that they are small enough to carry around easily",3
4177,"Very absorbent, great fit.  Only four stars because it was hard to button it closed.",4
4178,It made me sweaty more. Only gave it one star because it was delivered on time.,1
4179,I left it on overnight. Was really happy with result. Lines reduced dramatically.,4
4180,They are very nice. I just wish they were just a little bit shorter.  very easy to put on and take off. good quality.,4
4181,The handle of the Gillete Fusion Proglide seems to be built ergonomically. It fits well in my hand and doesn't take much pressure to use.,4
4182,"Received product as advertised, packaged well, at fair price and in a timely manner.  I would use this merchant again.",5
4183,"is beautiful but fell apart within a few days, the clasp is cheaply made",2
4184,"Not sure,if this product,was right ,for my thin hair.",3
4185,Smells goodand it gives you good color. Wish the color lasted longer but overall good. I Wil see how I look after I finish the bottle,3
4186,I've bought this at least twice. stops working after only a few uses.,1
4187,It's great except it leaves black marks on my face when I wake up :-(,3
4188,Can't get it off the bad smell. Don't buy this! You will regret it.,1
4189,"Cute, but broke a few days after wearing it.",2
4190,These rings are great for my granddaughter. I think they are more for a child than a grown up. Good buy for a child.,4
4191,"Not the best quality, but AMAZING for the price. And arrived days before the expected arrival date. Very happy with this item.",4
4192,The colors were nice and it is a very cute gift for young girls. I thought they would be bigger. Not made for adults.,3
4193,Broke after my daughter wore it for 3 days. Was totally cute otherwise,1
4194,The color works well on my complexion and it's long-lasting,5
4195,My husband says the shaver is great and he has had no probelms as of this time.,4
4196,These shears are decent. I don't believe they willstay sharp that long but they are nice. The case is great.,4
4197,"4 of the scents are great, one is just a bit off.",4
4198,"These are not super high quality (they're very thin), but they work well. For the price, absolutely a good deal.",4
4199,This made my face breakout in red blotches. I do not recommend for pale or sensitive skin.,1
4200,"Very disappointed with this product, don't waste your money.
Product needs better quality control",1
4201,Lid storage is cumbersome and a PITA.  It doesn't hold all the tips that come with.  Love the performance though,4
4202,It goes on good and I like the feel of it,4
4203,My boyfriend bought this and is very happy with it. It has Lots of attachments and is easy to use.,4
4204,"A little noisy, but kids enjoy using it & finally they are flossing on their own.",5
4205,"Such a fun game! Definitely adults only, but VERY fun!!",5
4206,"Love the airflosser, but the replacement nozzles are super expensive.",1
4207,"My daughter is not an athletic 10 year old, so I thought this product would block her occasional body odor.  It has not.",1
4208,It's as expected. A curling iron is a curling iron! Does the job great!,5
4209,I should have ordered something creamier....  Needs to be softened a bit.,3
4210,I am satified with this product.  I use it to keep my wig down in the back.  It works well.,4
4211,Great product. My Merkur 34c fit perfectly inside it.  It gave a beautiful shine to my bathroom,5
4212,"Excellent quality, great deal, got here on time and I'm so happy to be Prime customer it saves me time and money",5
4213,"Congratulation for you good choice, I choose this item for my father, and he likes it.",4
4214,Way too big and the magnet keeps movie. You can tell that it's fake from far it's just so huge and the magnet is even bigger,1
4215,Great high quality comb that is perfect for bringing along in my pocket.,5
4216,my barber put me onto this product and it works great.  its really strong and holds my hair in place easily.,5
4217,"I like the cream, but it's so small for the price. SO SMALL. it's not good enough to buy it so often.",3
4218,Looking so forward to it but did not work... Simply that!,1
4219,absolutely awful. it smells like those candles that you light outside to kill mosquitos.,1
4220,Just purchased it and only used it a few times. Haven't noticed any improvement yet.,4
4221,"I like it. Better than the one I had, which was smaller. No complantes",4
4222,A rip off. Only sticks in the center. Does not do what it claims to do. Waste of money.,1
4223,How can you complain 100 blades for about 10 cents apiece GREAT BUY...,4
4224,"Pretty good although not as full coverage as all the beauty youtubers say it is or maybe I got a knock off, but still really nice.",4
4225,I used to this item since 2005. It's a good product.,5
4226,"I really wanted a more ""rosy"" color....this was kind of too dark and not rosy enough",4
4227,"These nails are pretty thin and flimsy, they might be okay if you're using them as a base for acrylic.",3
4228,Misleading product title.  Only received one instead of a pack of four.,1
4229,Not enough hair in the print where the bangs part. You can't tottally see the cap underneath,2
4230,Some of the colors come out darker  even though they look light beware before when applying them,3
4231,"The product is horrible, it won't stay in place, keeps falling into the tub. it has to be COMPLETLY empty to stay in place.",1
4232,"Its good.
I have used it a couple of bottles. Its good.

Worth the money spent :-) .

Definitely try it.",4
4233,Was looking everywhere for this as a gift.  Great scent1,5
4234,My husband and I both saw a difference in our skin,5
4235,"Too small and the plastic on the bottom is rounded outwards and rubbed against my gums, irritating it.",1
4236,The set is very nice but the eyebrow brush fell apart right away.,3
4237,"It works well, but the fragrance is terrible.....smells like wet dog :(",2
4238,Soft cute brushes the handles may fall off but super glue fixes that problem,4
4239,This did not do as well as I hope it would,3
4240,"keeps my gums and teeth clean, a little noisy, but it works fine.  apparently I need to type more words to submit",4
4241,They aren't kidding when they say unscented. It doesn't appear to even have a natural ingredient smell.,4
4242,"meant for use with high price cleaning device but also works as a simple ""soak and rinse"" cleaner. maybe once a week is adequate",2
4243,Good. I didn't expect much since I'm going through the change. So I sweat like a hog.,4
4244,Christmas present for my son along with the big boy razor.  He was very happy,5
4245,I returned these because the blades did not align properly.  They were also in a case that had been opened.,2
4246,"This product is awesome, I really love this and suggest another ones!!!!",4
4247,"Great product!

High CP value if you get it on sale ($28).

Smooth and comfort to shave with it.

recommended!!",5
4248,I checked the price of this product and I paid a  little too much for it.,3
4249,"Not as powerful as my older twenty five year model.
Does not perform to level of my older waterpik, but does an OK job.",4
4250,"Cheap money and quality
Do not buy it. I use this on my feet now.",1
4251,"I loved the style and how it fit, however it got brassy very quickly. It broke kind of easily, but was an easy fix.",3
4252,This item was a gift for my son and he has convinced me to get one exactly like it for myself.,5
4253,I perspire quite a bit and this Gillette works exceptionally well at keeping my sweat to a minimum.  Smells great too.,5
4254,It was to harsh for my face. I had to send them back. It wasn't smooth to use and was to small.,1
4255,"Wish I could return, very underpowered for my thick, wavy hair.  Has virtually no effect. Might work well on thinner hair.",2
4256,This was a gift so I don't know how effective it is.,1
4257,"I LOVED IT FOR ABOUT 1MIN
MY LIPS ARE CUT BUT THIS LIP GLOSS ON HOW BAD IT DRIES  AND LOOK CLUMPY I REALLY REGRET BUYING IT",1
4258,"its not worth one star, as it did not work.",1
4259,The Pendulum was What I expected and was received in good condition. It worked well with the cuckoo clock I had,3
4260,"I love the water pik idea, but it is a bit loud. I definitly makes me ""floss"" more often than I normally do.",3
4261,I feel like it does a nice job of evening out my skin tone.,4
4262,I wish the nails were longer.... but It'll work. The hand is a nice size and the quality appears to be good.,4
4263,"This product will help retaining hair you already have.
I can say it's retaining the hair.",4
4264,"I love giving myself a little finger massage, but honestly I can't tell a difference.",3
4265,My daughter uses for acne scars and its work good in her.  Have to use for long time to see results.,3
4266,"Are u people kidding !!
it's just a red sticker !!, no glitter no nothing  .",1
4267,"Some blades sharper than others in package. Great price, so no complaints.",4
4268,This is yet another facial toner that irritated my skin.,1
4269,"It went along great with my Perfecto shaving brush, build quality on this stand seems sturdy as well. No real complaints as of yet.",5
4270,I just have to get use to pressing the button to stop the water flow .. kinda of backwards,4
4271,"Works fairly well, although still struggled with sweat on the actors face it was better.",4
4272,"These bulbs are dimmer than other 25 watt bulbs I have purchased.
Not happy with this product at all !",1
4273,This shaver holds a charge well and is light to handle.  I really like the way it shaves and would recommend it to others.,4
4274,Everything was exactly as advertised.  I am very happy with my purchase.,5
4275,"From amazon I couldn't see that it doesn't kill eggsor lices, be aware of it!",4
4276,"The reviews were great, but I MUST COLOR my hair.(It is not recommended?  Returned",5
4277,My laziness cost me some bucks. Walmart has the larger size for the same price. Stupid choice on my part.,1
4278,Nice earrings but kind of too thick for little girls ear.,4
4279,Takes it a bit to heat up but it's perfect for curling the end of my hair.,4
4280,I bought this item to replace my broken flosser.  It works just fine...better than the other company's product. Would purchase again.,4
4281,Not a huge fan of the wax itself... Will purchase a different wax. The machine works wonderfully though.,4
4282,Great. Not much structure but looks great and somewhat functional.,4
4283,Tubing too short and too rigid could cause waterpik tubing to break or the waterpik to fall and break. Otherwise OK,2
4284,I love this stuff. Smells so good and that's hard to find for somethhg without tons of chemicals. Am already on my second purchase.,5
4285,Soft matte finish with gloss shine. Lasting allllll day. Love it,4
4286,Maybe it doesn't work Asian hair.  Tried this for 15 days.  Nothing.  I am skeptical about the positive reviews here.,1
4287,I received this with the seal bursted and the cream leaked. Didn't like the smell either.,1
4288,The actual color looks a lot duller than advertised. Didn't like it at all.,2
4289,"I use these on my husband, they work pretty smoothly",5
4290,It's a little heavy for my hair but I still like the product.,3
4291,Some of the blades are not the same. It feels almost like a knock off. I have to just throw some out.,3
4292,I'm using braces and this product is a must for a good hygiene.,4
4293,Absolutely love the color!! Its not very matte at all though. Its glossy. But I love it anyways.,4
4294,Not what expected. Much much bigger than it looks. Pictures are deceiving,1
4295,My favorite fragrance.  Subtle but wonderful scent.  Unfortunately can rarely find here.,5
4296,"I've bought these before, and love them again. But don't expect a variety of colors. I got 4 grey ones.",4
4297,They don't stay where I put them very good.,3
4298,Product is very greasy and leaves your skin shiny.  Uncomfortable feel!,1
4299,"that was i expecting for!, it's ok, I recommend it the brand good product, good service, every think is Ok",4
4300,Been using these blades for 30 years now and it's the only one my face can take!  I would recommend!,5
4301,The package came and the cream box was damaged and ripped and cream was half gone and all over! Also was not sealed!,1
4302,Good bowl for a puck of Mitchel's Wool Fat. After use the puck expands or fills into the the entire bowl.,4
4303,"Good coverage, but the ""Light/Medium Brown is Black.",4
4304,I followed the instructions and the dye washed off too quickly :( One or two washes and that was it. I moved to another brand,3
4305,I love it! It's much better if you take off the guard and just use it like that! Really trims good that way!,4
4306,Not what I expected I throw it away the product was no good the clue wasn't holding at all it's false advertising,1
4307,The color is dull. Not what I expected. Doesnt last long on your lips,2
4308,I like that it's small. It tugs on the hair a bit though.,4
4309,As described and has not caused any snags or discomfort. very happy,4
4310,Use this waterpik almost everyday for 2 years so far. No leaks or issues.,4
4311,"Although it does keep you shine free,  i feel it just makes my skin dry after a few days of using it",3
4312,So far they've been great.. makes for less filing during prep for both stiletto and shorter almonds.,5
4313,Waste of money. Didn't help with cystic acne on chin area.,1
4314,"the chain is acceptable, but the medal is very very poor quality, has many bubbles",1
4315,It smells good but othere than that . Nothing else.,1
4316,Not timpressed with this at all.  Power is very weak and it smells like it has been in a warehouse storage forever.,1
4317,"Thid is not exactly what I want, but I can't find what I want do it will do in the meantime.",3
4318,I received this expired..... no wonder my face got red when I wased it off,1
4319,The clips that fit over the corners slips off and does not stay in place which is aggravating when you are trying to use your tablet.,3
4320,THIS IS NOT MUSK IT HAS NO SCENT AT ALL AS A MATTER OF FACT IT STINKS PLEASE REPLACE WITH REAL MUSK,1
4321,Returned this item as it was cheaply made. The cutting blades did not even match up.  I would not recommend this item.,1
4322,I bought this shaver for my husband and he just loved. We recommend this product and we are very satisfying.,5
4323,My wife loves it but it's really just expensive petroleum jelly.,4
4324,Its a very strange consistency and sticks in your blade - I have definitely gone through blades faster than before. Wouldn't buy it again.,2
4325,"Cheap. Leaves razor burn. Bought until my dollar shave club shipment comes in, which are actually awesome.",2
4326,Has no scent. I don't think it's a legitimate product. ,1
4327,"This dental tape does not snag or fray like all the others I've used, and leaves my teeth feeling very clean.",4
4328,It is a gimmick. Water picks do a much better job of flossing. Even a flossing thread does a better job.,1
4329,I like the brush but hate the boring silver colour I got. It's frustrating that you can't pick the colour you want.,3
4330,It helps protect my skin from the heavy sun rays lights.,4
4331,Just ok.  Not bad but not fantastic.  If one can get a trial sample somewhere would definitely do the trial before investing in the whole amount,2
4332,Does not work like the old formula! Will try another brand,1
4333,I have gallbladder problems and this enzyme has been of great help to eat food that doesn't usually agree with me.  I highly recommend itl.,5
4334,$65 for one bottles of soap!! Do NOT use this sight unless you are very wealthy!,5
4335,Like hair clip. But thought it was a little to heavy. Had to keep in thin hair,4
4336,The water flosser does what it says it will do..  Like it very much.  Cleans between teeth very nicely.  like.,4
4337,This is the best. My husband uses it to hold up his support socks.,5
4338,"EXCELLENT DRYER!  It is quite compact, dries hair quickly and is VERY quiet.  I love this dryer.",5
4339,Very healing if youve tried all other lotions on the market.,5
4340,the pressure is noticeably weaker than the conventional water pic machine.the pressure is noticeably weaker than the conventional water pic machine.,3
4341,"Works very slow, doesn't cut well, hair gets stuck between the razor and attchment clip so you have tobrush it off constantly. Bad product",1
4342,Great I use as an e liquid additive. Love not smoking.......,4
4343,"With this product, my makeup lasts most of the day which is better than the two hours it used to last.",4
4344,"Nice. Love the size, not too big, not too small.",4
4345,It is not as good as Skinzinc was. Has too much alcohol base,4
4346,"I love this color. It looks great on olive skin. But you are getting just the ""tip"" of the lipstick as shown not more.",3
4347,"Excellent ,hard to find in retail stores, at a reasonable price.",4
4348,"GREAT, BUT IT DOESN'T HAVE A STAND TO HOLD THE FLOSSERS",3
4349,This stuff works well. The cape covers a lot and the jacket is good enough.,4
4350,Works great & easy clean-up - but stinky! Smells like nasty chemicals!,4
4351,Good product as advertised.  A smaller stick would suffice.  .,3
4352,"Solid construction, good fit and finish.  The razor side just fits my razor.",4
4353,Smells great.  Worked well as a body soap as well as general cleaner.,4
4354,"A friend recommended it.  I was skeptical but if you suffer from vertigo, this is an awesome alternative to get you through the work day.",5
4355,"love this product,have tried many but Dermalogica is only one that meets my expectations",5
4356,"In my top 3 of DE razors, behind Astra and Feather",4
4357,"Really thick, and hard to wash out! I could hardly sculpt it.",2
4358,I bought this for my husband it excellent quality and fits his shaving soap well. The wood is high quality and it is easy to clean.,5
4359,Terrible product. My hair got tangled every time I used it. Complete misrepresentation!,1
4360,"Right out of the box, this product never worked!",1
4361,If zero stars was n option dats wat i wudve rate it...Nothing bt a cheap copycat version...would not recommend. ..,1
4362,Not a bad product but kind of pricey for the amount you get. I will just make my own with essential oils and witchhazel.,4
4363,"Goes great with my new Viking razor. Looks good, everything fits real nice, easy to clean.",5
4364,"The product works great! But like others said, the bottle came with only half full. Where is the other half????",4
4365,Recommended for anyone interested in getting the best experience from taking a bath or a shower.,5
4366,Caps are too loose. You loose he pens too easily.,3
4367,High quality sharp razors that provide a very smooth shaving. It does not pull like some cheaper brands. Highly recommend.,5
4368,"Convenient in use. Cleans teeth well, though does not replace routine cleaning by dentist. An important part of oral care.",5
4369,I see no benefit to using this product. I have been using the oil spray by Alterna Bamboo with visible results but this cream disappoints.,1
4370,"Unit lost pressure after minimal use, very disappointed in quality . Have had other waterpik products and never had a problem .",1
4371,Large flocculent precipitate appeared at the bottom of the bottle after a few month of using. Wondering if it still can be used or not.,2
4372,"Very slow to heat up, keep hitting the on/off switch-it's in the way. Love the size, though.",3
4373,Doesn't work as well as the description says it does.,2
4374,Loved them except the bands were too small even for a newborn ,4
4375,I found the pressure on the Waterpik to be much higher than the Braun I owned. It get's the job done!,4
4376,Does not remove hair as it claims.  Waste of money. Will not recommend this to anyone,1
4377,I've had it for less then a year and it's already stopped working. Highly disappointed with this Panasonic product.,1
4378,My first pomade but I'll admit I'm a big fan,4
4379,Everything was as promised.  Any problems were because it takes a while to get used to using it.  Practice makes perfect!,5
4380,Disappointed with the pump. Impossible to get the lotion out!,1
4381,I guess I'm one of the folks that such a devise will not work as stated.,2
4382,Do not buy. The items plating comes off and they are pitted.,1
4383,This product is a godsend. Many years of jockitch because of the.moisture. All gone after one use. I love this freaking product.,5
4384,It looks very sprayed on and fake to me. I'm not planning to use it...,1
4385,Thought this would help my husbands psoriasis in the dry winter months.  He gave it a so-so.,3
4386,"This product arrived with no plastic safety cap and was spilling all inside the bag it came in  a lot was wasted. It smells good, though.",4
4387,"Happy, happy, happy! Just what i needed for my ancient Trim Comb. Just couldn't find double edge blades locally anymore.",4
4388,"Cute, but really tight. Stretch them out before you wear them",3
4389,Works perfecctly. Had one before for many years that finally wore down.  Highly recomend to anyone who values their teeth and gums.,4
4390,So not recommend. Difficult to use and strips hard to manipulate. Would like to return it.,1
4391,"Nice item, buy larger than I had hoped it would be for travelling.",4
4392,I like the product is perfect gift for my sister... My sister loved the product and liked it a lot.. Happy Holidays :),5
4393,"its a great product, love the way it feels on my skin and keeps it moisturised! love the way it smells :)",5
4394,Packaging was not damaged this oil works best overnight but isn't greasy.,5
4395,"It didn't hold well and was still pretty noticeable, not clear enough",2
4396,This compact trimmer works very well. Holds charge for a long time so always ready to go. Cuts nicely without ripping. Nice unit.,4
4397,This product really works! It grows and thickens the hair quickly.. The oil is thick so less is more. I highly recommend this product.,4
4398,Cool name but not that good of a blade in my opinion,1
4399,"Good purchase, I haven't really had a breakout sense I started using it.",5
4400,"Nice smell, not thick or overpowering. Would purchase again to work in concert with the body wash of the same scent.",4
4401,This was such a disappointment.  The airflow was weak and the brush barely grabbed my hair.,1
4402,"Works well, just didn't expect so much spray all over my bathroom counter when doing my front teeth.",4
4403,"I was expecting this bars to be a bit bigger, but I would have to say that all in all I was happy with the purchase.",4
4404,This is just a regular fragrance...nothing special about it except its price...five stars reviews saying that it has some attracting effects are suspicious...,1
4405,I its perfect for my 10 in tablet....It was a good buy I like it..keeps the glass safe from damage,4
4406,Good product at fair price. Just a little bulky to store. This is our second and they do help with issues.,4
4407,Its just as described. Might want to purchase more of the waxing sticks and fiber strips because they don't have many if you using your waxer daily,4
4408,"Perfect for inbetween coloring - spray around the temples keeps the obvious ""color line""  under control.",5
4409,"Hydrating with a hint of color.  Does not cover flaws well, but does even out skin overall. This is my second time purchasing this product.",4
4410,Nice looking candle but the scent is not strong at all. I don't smell it . Looks good though. That's is all ,3
4411,Took a couple uses to masteEasier to use than the brush in one hand and blow dryer in the other.,4
4412,They test on animals meaning this product is officially ruined for me,1
4413,Some bow ties fell apart without being worn. Other than that my son loves them.,4
4414,I was very hopeful for this product to work for me. Did not notice any difference.,1
4415,Can't stand the scent. It is not the frankincense and myhhr I have known. Smells more like patchouli oil.,1
4416,This does soften wax in the ears and works quite nicely to remove makeup without drying the skin.,4
4417,bad bad bad quality and s***ty smell it is terrible smelling and i wouldnt reccommend at all very very bad,1
4418,Has a faulty latch on the hair compartment door. A year or so ago they replaced it at no charge but it just broke again.,2
4419,"I have to use some kind of lipstick sealer, my lips just doesn't hold color. Works well.",5
4420,Does not come off easy and you have to make sure u don't mess up or it's a mess,3
4421,"great stuff, cheaper than what I was using and works great!",5
4422,First water flosser I bought. Works as expected although it is a bit noisy. Hope the attachments will last for a while.,4
4423,Good dispenser for alcohol when you need to be able to access with only one hand.  No lid to take off and on or drop.,5
4424,They seem to be lasting pretty well.  Good sunnies for the price,4
4425,I think this color may be good for pretty much any complexion.,4
4426,Great gift.  My order arrived sooner than I expected.  This is a good deal.  This was a Christmas present to myself.,4
4427,easy to catch hair in the groomer and easy to irritate the skin...,3
4428,the color is very pale orange and I'm afraid I won't be wearing it,2
4429,Exactly what I ordered took a little while but still ok,4
4430,It arrived on time!. works great and hope it will continue working the same way. we loved it and had very much faun with it.,4
4431,"It works just as any other deodorant works. Honestly, I didn't think it was worth my money tho :/",4
4432,I don't see the point to this item its cheaper then wash buckler in figures waste of money and it also came in a bag,1
4433,"looks OK, useful to eliminate crack on finger tips.",4
4434,Product wreaks of bug killer smell. Try the dollar store.,1
4435,ok. at first was fine. now it doesn't seem that smooth.,4
4436,Works great waiting for an hair appointment that is a week away,5
4437,This is the best Dental Floss you can find.. particularly if you have larger space between your teeth ... others don't compare.,5
4438,It did not come with the cords for attaching it to my head. ??? WTF,2
4439,"I have loved this for years, bath and body discontinued it, never thought of looking for it online.  So glad I did",5
4440,I bought  this as a gift for a friend. He loves it and I have not seen him so pleased about something apart from gardening.,4
4441,"Feels like it's for kids, would recommend a better set for beginners but overall, not bad.",3
4442,It's not the white bar pictured. It looks like reconstituted broccoli. 2 stars cuz that's impressive.,2
4443,"I LOVE this item.  My dentist has been after me for years to purchase one, finally did and I am happy about it!",5
4444,this is awesome ..  very pretty.. and will give as gifts to all the granddaughters and nieces,5
4445,Stated that product was new and unopened. Seal was broken when I received it and it was used.,1
4446,Doesn't feel like a toner. Feels like oily water on my face.,1
4447,"It is average for similar tools.  It does the job but, like most similar instruments, it's awkward and hard to use accurately, .",3
4448,Does not remain stuck to the tile for long. Not good suction cup material. Pass on it. Not worth it.,1
4449,The fragrance proved annoying and it failed to leave hair feeling clean. Won't purchase again.,2
4450,My son uses these all the time so when I see a sale I always pick them up. It great for cuts too,4
4451,This was a waste of money.  It did not do what is it supposed to do and it smalled like Garlic.  Who would want that?,1
4452,"This product was a replacement part for my shaver.  It fits like the original one,which broke.  It is just what I needed.",5
